# Consumption of commodities produced within-region
region,supplysector,subsector,technology,year,calOutputValue,share.weight.year,subs.share.weight,tech.share.weight
Brazil,regional corn,domestic corn,domestic corn,2005,39.8697393,2005,1,1
Canada,regional corn,domestic corn,domestic corn,2005,9.9592944,2005,1,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2005,3.6503332,2005,1,1
Central Asia,regional corn,domestic corn,domestic corn,2005,1.7135996,2005,1,1
China,regional corn,domestic corn,domestic corn,2005,130.92165310000001,2005,1,1
EU-12,regional corn,domestic corn,domestic corn,2005,19.6591676,2005,1,1
EU-15,regional corn,domestic corn,domestic corn,2005,37.8390244,2005,1,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2005,7.456423,2005,1,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2005,12.0380634,2005,1,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2005,0.161632,2005,1,1
India,regional corn,domestic corn,domestic corn,2005,14.500062,2005,1,1
Indonesia,regional corn,domestic corn,domestic corn,2005,12.2041,2005,1,1
Japan,regional corn,domestic corn,domestic corn,2005,0.25459,2005,1,1
Mexico,regional corn,domestic corn,domestic corn,2005,22.014087,2005,1,1
Middle East,regional corn,domestic corn,domestic corn,2005,2.8286772,2005,1,1
Pakistan,regional corn,domestic corn,domestic corn,2005,2.8994,2005,1,1
Russia,regional corn,domestic corn,domestic corn,2005,3.231346,2005,1,1
South Africa,regional corn,domestic corn,domestic corn,2005,9.1257082,2005,1,1
South America_Northern,regional corn,domestic corn,domestic corn,2005,2.1572854,2005,1,1
South America_Southern,regional corn,domestic corn,domestic corn,2005,6.3325636,2005,1,1
South Asia,regional corn,domestic corn,domestic corn,2005,2.5639216,2005,1,1
South Korea,regional corn,domestic corn,domestic corn,2005,0.0738928,2005,1,1
Southeast Asia,regional corn,domestic corn,domestic corn,2005,17.3676968,2005,1,1
Taiwan,regional corn,domestic corn,domestic corn,2005,0.1385964,2005,1,1
Argentina,regional corn,domestic corn,domestic corn,2005,5.088563200000001,2005,1,1
Colombia,regional corn,domestic corn,domestic corn,2005,1.597984,2005,1,1
USA,regional corn,domestic corn,domestic corn,2010,267.17228050000006,2010,1,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2010,11.0413978,2010,1,1
Africa_Northern,regional corn,domestic corn,domestic corn,2010,7.6027144,2010,1,1
Africa_Southern,regional corn,domestic corn,domestic corn,2010,14.1888482,2010,1,1
Africa_Western,regional corn,domestic corn,domestic corn,2010,20.101404,2010,1,1
Australia_NZ,regional corn,domestic corn,domestic corn,2010,0.7380488,2010,1,1
Brazil,regional corn,domestic corn,domestic corn,2010,48.214554899999996,2010,1,1
Canada,regional corn,domestic corn,domestic corn,2010,11.3311846,2010,1,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2010,4.335338,2010,1,1
Central Asia,regional corn,domestic corn,domestic corn,2010,1.8172508,2010,1,1
China,regional corn,domestic corn,domestic corn,2010,180.978555,2010,1,1
EU-12,regional corn,domestic corn,domestic corn,2010,17.0056973,2010,1,1
EU-15,regional corn,domestic corn,domestic corn,2010,39.1487332,2010,1,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2010,10.575918699999999,2010,1,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2010,12.869020500000001,2010,1,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2010,0.1649938,2010,1,1
India,regional corn,domestic corn,domestic corn,2010,16.9712403,2010,1,1
Indonesia,regional corn,domestic corn,domestic corn,2010,18.3058574,2010,1,1
Japan,regional corn,domestic corn,domestic corn,2010,0.2459812,2010,1,1
Mexico,regional corn,domestic corn,domestic corn,2010,22.1490104,2010,1,1
Middle East,regional corn,domestic corn,domestic corn,2010,2.9560406,2010,1,1
Pakistan,regional corn,domestic corn,domestic corn,2010,3.627924,2010,1,1
Russia,regional corn,domestic corn,domestic corn,2010,5.0236887,2010,1,1
South Africa,regional corn,domestic corn,domestic corn,2010,10.8087444,2010,1,1
South America_Northern,regional corn,domestic corn,domestic corn,2010,2.2403538,2010,1,1
South America_Southern,regional corn,domestic corn,domestic corn,2010,8.6660406,2010,1,1
South Asia,regional corn,domestic corn,domestic corn,2010,3.5539162,2010,1,1
South Korea,regional corn,domestic corn,domestic corn,2010,0.0782736,2010,1,1
Southeast Asia,regional corn,domestic corn,domestic corn,2010,21.908583,2010,1,1
Taiwan,regional corn,domestic corn,domestic corn,2010,0.1191722,2010,1,1
Argentina,regional corn,domestic corn,domestic corn,2010,5.588406600000001,2010,1,1
Colombia,regional corn,domestic corn,domestic corn,2010,1.654121,2010,1,1
USA,regional corn,domestic corn,domestic corn,2015,324.33859090000004,2015,1,1
Africa_Eastern,regional corn,domestic corn,domestic corn,2015,14.7398151,2015,1,1
Africa_Northern,regional corn,domestic corn,domestic corn,2015,7.9496505,2015,1,1
Africa_Southern,regional corn,domestic corn,domestic corn,2015,14.4907767,2015,1,1
Africa_Western,regional corn,domestic corn,domestic corn,2015,23.7535871,2015,1,1
Australia_NZ,regional corn,domestic corn,domestic corn,2015,0.7338915,2015,1,1
Brazil,regional corn,domestic corn,domestic corn,2015,61.970157799999996,2015,1,1
Canada,regional corn,domestic corn,domestic corn,2015,11.6786407,2015,1,1
Central America and Caribbean,regional corn,domestic corn,domestic corn,2015,4.5784131,2015,1,1
Central Asia,regional corn,domestic corn,domestic corn,2015,2.3857837,2015,1,1
China,regional corn,domestic corn,domestic corn,2015,232.0822361,2015,1,1
EU-12,regional corn,domestic corn,domestic corn,2015,19.8000587,2015,1,1
EU-15,regional corn,domestic corn,domestic corn,2015,37.1638484,2015,1,1
Europe_Eastern,regional corn,domestic corn,domestic corn,2015,15.330555099999998,2015,1,1
Europe_Non_EU,regional corn,domestic corn,domestic corn,2015,13.676103900000001,2015,1,1
European Free Trade Association,regional corn,domestic corn,domestic corn,2015,0.1469357,2015,1,1
India,regional corn,domestic corn,domestic corn,2015,19.2050447,2015,1,1
Indonesia,regional corn,domestic corn,domestic corn,2015,19.4438662,2015,1,1
Japan,regional corn,domestic corn,domestic corn,2015,0.2391739,2015,1,1
Mexico,regional corn,domestic corn,domestic corn,2015,23.1834799,2015,1,1
Middle East,regional corn,domestic corn,domestic corn,2015,3.0749092,2015,1,1
Pakistan,regional corn,domestic corn,domestic corn,2015,4.6552962,2015,1,1
Russia,regional corn,domestic corn,domestic corn,2015,9.907905,2015,1,1
South Africa,regional corn,domestic corn,domestic corn,2015,10.4658002,2015,1,1
South America_Northern,regional corn,domestic corn,domestic corn,2015,2.2550181,2015,1,1
South America_Southern,regional corn,domestic corn,domestic corn,2015,9.0730247,2015,1,1
South Asia,regional corn,domestic corn,domestic corn,2015,4.734540900000001,2015,1,1
South Korea,regional corn,domestic corn,domestic corn,2015,0.010768,2015,1,1
Southeast Asia,regional corn,domestic corn,domestic corn,2015,23.134469,2015,1,1
Taiwan,regional corn,domestic corn,domestic corn,2015,0.1471637,2015,1,1
Argentina,regional corn,domestic corn,domestic corn,2015,15.247467100000001,2015,1,1
Colombia,regional corn,domestic corn,domestic corn,2015,1.6671938,2015,1,1
USA,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,5.2553383,1975,1,1
Africa_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.4759178,1975,1,1
Africa_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,1.1847484,1975,1,1
Africa_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.38961619999999997,1975,1,1
Africa_Western,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.5150918,1975,1,1
Australia_NZ,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.0802402,1975,1,1
Brazil,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,1.9276188,1975,1,1
Canada,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.02035,1975,1,1
Central America and Caribbean,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.5799122000000001,1975,1,1
Central Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,7.394504799999999,1975,1,1
China,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,7.4895788,1975,1,1
EU-12,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.1974024,1975,1,1
EU-15,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.5864144,1975,1,1
Europe_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.3279204,1975,1,1
Europe_Non_EU,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,1.148943,1975,1,1
European Free Trade Association,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0,1975,0,0
India,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,4.8250517,1975,1,1
Indonesia,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.0189538,1975,1,1
Japan,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,4.96e-4,1975,1,1
Mexico,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.9501614999999999,1975,1,1
Middle East,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,1.0872330000000001,1975,1,1
Pakistan,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,1.6052968,1975,1,1
Russia,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.2357928,1975,1,1
South Africa,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.085174,1975,1,1
South America_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.080083,1975,1,1
South America_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.3845463,1975,1,1
South Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.5818559,1975,1,1
South Korea,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.0112768,1975,1,1
Southeast Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.6246722,1975,1,1
Taiwan,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.0159788,1975,1,1
Argentina,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.3696203,1975,1,1
Colombia,regional fibercrop,domestic fibercrop,domestic fibercrop,1975,0.3776523,1975,1,1
USA,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,7.081759699999999,1990,1,1
Africa_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.41275249999999997,1990,1,1
Africa_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.9101074,1990,1,1
Africa_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.42493840000000005,1990,1,1
Africa_Western,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,1.0047215,1990,1,1
Australia_NZ,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.4899827,1990,1,1
Brazil,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,2.1480544999999998,1990,1,1
Canada,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.048280000000000003,1990,1,1
Central America and Caribbean,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.278453,1990,1,1
Central Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,7.2226924,1990,1,1
China,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,14.1281501,1990,1,1
EU-12,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.0908597,1990,1,1
EU-15,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,1.0787438,1990,1,1
Europe_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.1998097,1990,1,1
Europe_Non_EU,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,1.6624668,1990,1,1
European Free Trade Association,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0,1990,0,0
India,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,6.962083000000001,1990,1,1
Indonesia,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.0285642,1990,1,1
Japan,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,1.2e-5,1990,1,1
Mexico,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.5441088,1990,1,1
Middle East,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,1.0467346,1990,1,1
Pakistan,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,4.576461,1990,1,1
Russia,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.1486016,1990,1,1
South Africa,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.149169,1990,1,1
South America_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.0862806,1990,1,1
South America_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.6052949000000001,1990,1,1
South Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.7305976000000001,1990,1,1
South Korea,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.0023544,1990,1,1
Southeast Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.6210842,1990,1,1
Taiwan,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.003072,1990,1,1
Argentina,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.4496789,1990,1,1
Colombia,regional fibercrop,domestic fibercrop,domestic fibercrop,1990,0.34739230000000004,1990,1,1
USA,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,7.9042289000000014,2005,1,1
Africa_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.46921280000000004,2005,1,1
Africa_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.6082074,2005,1,1
Africa_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.5093165,2005,1,1
Africa_Western,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,1.7536471999999999,2005,1,1
Australia_NZ,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.48138400000000003,2005,1,1
Brazil,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,3.2400677,2005,1,1
Canada,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.04251,2005,1,1
Central America and Caribbean,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.0439112,2005,1,1
Central Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,4.1277794000000005,2005,1,1
China,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,19.694112,2005,1,1
EU-12,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.0240026,2005,1,1
EU-15,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,1.5387856,2005,1,1
Europe_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.0466013,2005,1,1
Europe_Non_EU,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,2.3775006,2005,1,1
European Free Trade Association,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0,2005,0,0
India,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,11.753922900000001,2005,1,1
Indonesia,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.008082,2005,1,1
Japan,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0,2005,0,0
Mexico,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.3885656,2005,1,1
Middle East,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,1.3054622,2005,1,1
Pakistan,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,6.197199,2005,1,1
Russia,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.10012,2005,1,1
South Africa,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.0528824,2005,1,1
South America_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.02753,2005,1,1
South America_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.5499788,2005,1,1
South Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.8238143,2005,1,1
South Korea,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,4.26e-5,2005,1,1
Southeast Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.5185884,2005,1,1
Taiwan,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.0012288,2005,1,1
Argentina,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.3968762,2005,1,1
Colombia,regional fibercrop,domestic fibercrop,domestic fibercrop,2005,0.1430506,2005,1,1
USA,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,5.1727609,2010,1,1
Africa_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.382209,2010,1,1
Africa_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.4185276,2010,1,1
Africa_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.6914158000000001,2010,1,1
Africa_Western,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,1.5922311999999998,2010,1,1
Australia_NZ,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.5372534000000001,2010,1,1
Brazil,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,3.5597954000000005,2010,1,1
Canada,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0284764,2010,1,1
Central America and Caribbean,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0454972,2010,1,1
Central Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,4.4182437,2010,1,1
China,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,20.3787162,2010,1,1
EU-12,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.005534,2010,1,1
EU-15,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,1.0734001,2010,1,1
Europe_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0526364,2010,1,1
Europe_Non_EU,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,2.1198302,2010,1,1
European Free Trade Association,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0,2010,0,0
India,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,16.313717699999998,2010,1,1
Indonesia,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0078486,2010,1,1
Japan,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,2e-7,2010,1,1
Mexico,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.5268552,2010,1,1
Middle East,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.968327,2010,1,1
Pakistan,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,6.138859,2010,1,1
Russia,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0988814,2010,1,1
South Africa,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0338272,2010,1,1
South America_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.012786,2010,1,1
South America_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.3055876,2010,1,1
South Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.8934311,2010,1,1
South Korea,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,1.16e-5,2010,1,1
Southeast Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.6050876,2010,1,1
Taiwan,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,7.846e-4,2010,1,1
Argentina,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.6160359,2010,1,1
Colombia,regional fibercrop,domestic fibercrop,domestic fibercrop,2010,0.0872506,2010,1,1
USA,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,5.600788400000001,2015,1,1
Africa_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.28703649999999997,2015,1,1
Africa_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.3944161,2015,1,1
Africa_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.34753110000000004,2015,1,1
Africa_Western,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,2.1959653,2015,1,1
Australia_NZ,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.19208979999999998,2015,1,1
Brazil,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,2.9787062,2015,1,1
Canada,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.010251699999999999,2015,1,1
Central America and Caribbean,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.0397994,2015,1,1
Central Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,4.0792741,2015,1,1
China,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,18.2704267,2015,1,1
EU-12,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.005958,2015,1,1
EU-15,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.9031290999999999,2015,1,1
Europe_Eastern,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.0162505,2015,1,1
Europe_Non_EU,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,2.0424751,2015,1,1
European Free Trade Association,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0,2015,0,0
India,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,17.4333919,2015,1,1
Indonesia,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.00556,2015,1,1
Japan,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,1e-6,2015,1,1
Mexico,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.6340719,2015,1,1
Middle East,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.9042473,2015,1,1
Pakistan,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,5.8415234,2015,1,1
Russia,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.0864451,2015,1,1
South Africa,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.034052,2015,1,1
South America_Northern,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.011174,2015,1,1
South America_Southern,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.2568516,2015,1,1
South Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.2030649,2015,1,1
South Korea,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,1e-5,2015,1,1
Southeast Asia,regional fibercrop,domestic fibercrop,domestic fibercrop,2015,0.4678004,2015,1,1
